Package,LibPath,Version,Priority,Depends,Imports,LinkingTo,Suggests,Enhances,License,License_is_FOSS,License_restricts_use,OS_type,MD5sum,NeedsCompilation,Built
carData,D:/software/R/R-3.6.3/library,3.0-3,NA,R (>= 3.0),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.1
care,D:/software/R/R-3.6.3/library,1.1.10,NA,"R (>= 3.0.2), corpcor (>= 1.6.8)",stats,NA,crossval,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
caret,D:/software/R/R-3.6.3/library,6.0-86,NA,"R (>= 3.2.0), lattice (>= 0.20), ggplot2","foreach, methods, plyr, ModelMetrics (>= 1.2.2.2), nlme,
reshape2, stats, stats4, utils, grDevices, recipes (>= 0.1.10),
withr (>= 2.0.0), pROC,",NA,"BradleyTerry2, e1071, earth (>= 2.2-3), fastICA, gam (>=
1.15), ipred, kernlab, knitr, klaR, MASS, ellipse, mda, mgcv,
mlbench, MLmetrics, nnet, party (>= 0.9-99992), pls, proxy,
randomForest, RANN, spls, subselect, pamr, superpc, Cubist,
testthat (>= 0.9.1), rpart, dplyr, covr",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
cartogram,D:/software/R/R-3.6.3/library,0.2.0,NA,NA,"methods, sf, packcircles",NA,"rgeos, sp, rgdal, maptools",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
catdata,D:/software/R/R-3.6.3/library,1.2.2,NA,MASS,NA,NA,"rms, qvcalc, glmmML, nnet, pscl, VGAM, gee, mlogit, Ecdat,
geepack, mgcv, rpart, party, ordinal, lme4, vcdExtra, glmnet,
mboost, class, e1071, flexmix, lpSolve, GAMBoost, penalized",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
cba,D:/software/R/R-3.6.3/library,0.2-21,NA,"R (>= 2.10), grid, proxy","stats, graphics, grDevices, methods",NA,"gclus, colorspace",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
cccd,D:/software/R/R-3.6.3/library,1.5,NA,igraph,"proxy, deldir, FNN",NA,Matrix,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
CDM,D:/software/R/R-3.6.3/library,7.5-15,NA,"R (>= 3.1), mvtnorm","graphics, grDevices, methods, polycor, Rcpp, stats, utils","Rcpp, RcppArmadillo","BIFIEsurvey, lattice, MASS, miceadds, ROI, sirt, sfsmisc","dina, GDINA, mirt, rrum, TAM",GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
CDVine,D:/software/R/R-3.6.3/library,1.4,NA,R (>= 2.11.0),"MASS, mvtnorm, graphics, igraph, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
cellranger,D:/software/R/R-3.6.3/library,1.1.0,NA,R (>= 3.0.0),"rematch, tibble",NA,"covr, testthat (>= 1.0.0), knitr, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
checkmate,D:/software/R/R-3.6.3/library,2.0.0,NA,R (>= 3.0.0),"backports (>= 1.1.0), utils",NA,"R6, fastmatch, data.table (>= 1.9.8), devtools, ggplot2,
knitr, magrittr, microbenchmark, rmarkdown, testthat (>=
0.11.0), tinytest (>= 1.1.0), tibble",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.3
chemometrics,D:/software/R/R-3.6.3/library,1.4.2,NA,"R (>= 2.10), rpart","class, e1071, MASS, nnet, pcaPP, robustbase, som, lars, pls,
mclust",NA,gclus,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
chron,D:/software/R/R-3.6.3/library,2.3-55,NA,R (>= 2.12.0),"graphics, stats",NA,"scales, ggplot2",zoo,GPL-2,NA,NA,NA,NA,yes,3.6.3
circlize,D:/software/R/R-3.6.3/library,0.4.8,NA,"R (>= 3.0.0), graphics","GlobalOptions (>= 0.1.0), shape, grDevices, utils, stats,
colorspace, methods, grid",NA,"knitr, dendextend (>= 1.0.1), ComplexHeatmap (>= 1.99.0),
gridBase, png",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
CircStats,D:/software/R/R-3.6.3/library,0.2-6,NA,"MASS, boot",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,no,3.6.3
Ckmeans.1d.dp,D:/software/R/R-3.6.3/library,4.3.2,NA,NA,"Rcpp, Rdpack",Rcpp,"testthat, knitr, rmarkdown",NA,LGPL (>= 3),NA,NA,NA,NA,yes,3.6.3
class,D:/software/R/R-3.6.3/library,7.3-16,recommended,"R (>= 3.0.0), stats, utils",MASS,NA,NA,NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
classInt,D:/software/R/R-3.6.3/library,0.4-3,NA,R (>= 2.2),"grDevices, stats, graphics, e1071, class, KernSmooth",NA,"spData (>= 0.2.6.2), units, knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
cli,D:/software/R/R-3.6.3/library,2.0.2,NA,R (>= 2.10),"assertthat, crayon (>= 1.3.4), glue, methods, utils, fansi",NA,"callr, covr, htmlwidgets, knitr, mockery, rmarkdown,
rstudioapi, prettycode (>= 1.1.0), testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
cliapp,D:/software/R/R-3.6.3/library,0.1.0,NA,NA,"cli, crayon, fansi, glue (>= 1.3.0), prettycode, progress (>=
1.2.0), R6, selectr, utils, withr, xml2",NA,"callr, covr, rstudioapi, testthat",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
clipr,D:/software/R/R-3.6.3/library,0.7.0,NA,NA,utils,NA,"covr, knitr, rmarkdown, rstudioapi (>= 0.5), testthat (>=
2.0.0)",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
clisymbols,D:/software/R/R-3.6.3/library,1.2.0,NA,NA,NA,NA,testthat,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
clubSandwich,D:/software/R/R-3.6.3/library,0.4.1,NA,R (>= 3.0.0),"stats, sandwich",NA,"Formula, knitr, carData, geepack, metafor, robumeta, nlme,
mlmRev, AER, plm (>= 1.6-4), Matrix, lme4, zoo, testthat,
rmarkdown",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
clue,D:/software/R/R-3.6.3/library,0.3-57,NA,R (>= 3.2.0),"stats, cluster, graphics, methods",NA,"e1071, lpSolve (>= 5.5.7), quadprog (>= 1.4-8), relations","RWeka, ape, cba, cclust, flexclust, flexmix, kernlab, mclust,
movMF, modeltools",GPL-2,NA,NA,NA,NA,yes,3.6.3
cluster,D:/software/R/R-3.6.3/library,2.1.0,recommended,R (>= 3.3.0),"graphics, grDevices, stats, utils",NA,"MASS, Matrix",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
ClusterR,D:/software/R/R-3.6.3/library,1.2.1,NA,"R(>= 3.2), gtools","Rcpp (>= 0.12.5), graphics, grDevices, utils, stats, gmp,
ggplot2","Rcpp, RcppArmadillo (>= 0.9.1)","OpenImageR, FD, testthat, covr, knitr, rmarkdown",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
clusterSEs,D:/software/R/R-3.6.3/library,2.6.2,NA,"R (>= 3.3.0), AER, Formula, plm, stats","sandwich, lmtest, mlogit, utils",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
clusterSim,D:/software/R/R-3.6.3/library,0.48-3,NA,"R (>= 3.5.0), cluster, MASS","ade4, e1071, rgl, R2HTML, grDevices, graphics, stats, utils",NA,"mlbench, testthat",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
clValid,D:/software/R/R-3.6.3/library,0.6-6,NA,"R (>= 2.0), cluster","methods, class",NA,"Biobase, annotate, GO.db, moe430a.db, RankAggreg, kohonen,
mclust",NA,LGPL-3,NA,NA,NA,NA,no,3.6.3
cmaes,D:/software/R/R-3.6.3/library,1.0-11,NA,R (>= 2.9.0),NA,NA,RUnit,NA,GPL-2,NA,NA,NA,NA,NA,3.6.2
cmaesr,D:/software/R/R-3.6.3/library,1.0.3,NA,"ParamHelpers (>= 1.8), BBmisc (>= 1.6), checkmate (>= 1.1),
smoof (>= 1.4)",ggplot2,NA,testthat,NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,no,3.6.3
cmprsk,D:/software/R/R-3.6.3/library,2.2-9,NA,"R (>= 3.0.0), survival",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
cobs,D:/software/R/R-3.6.3/library,1.3-4,NA,NA,"SparseM (>= 1.6), quantreg (>= 4.65), grDevices, graphics,
splines, stats, methods",NA,Matrix,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
coda,D:/software/R/R-3.6.3/library,0.19-3,NA,R (>= 2.14.0),lattice,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
codetools,D:/software/R/R-3.6.3/library,0.2-16,recommended,R (>= 2.1),NA,NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.3
coin,D:/software/R/R-3.6.3/library,1.3-1,NA,"R (>= 3.4.0), survival","methods, parallel, stats, stats4, utils, libcoin (>= 1.0-0),
matrixStats (>= 0.54.0), modeltools (>= 0.2-9), mvtnorm (>=
1.0-5), multcomp",libcoin (>= 1.0-0),"xtable, e1071, vcd, TH.data (>= 1.0-7)",NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
colorspace,D:/software/R/R-3.6.3/library,1.4-1,NA,"R (>= 3.0.0), methods","graphics, grDevices, stats",NA,"datasets, utils, KernSmooth, MASS, kernlab, mvtnorm, vcd,
tcltk, shiny, shinyjs, ggplot2, dplyr, scales, grid, png, jpeg,
knitr, rmarkdown, RColorBrewer, rcartocolor, scico, viridis,
wesanderson",NA,BSD_3_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.1
colourpicker,D:/software/R/R-3.6.3/library,1,NA,R (>= 3.1.0),"ggplot2, htmltools, htmlwidgets (>= 0.7), jsonlite, miniUI (>=
0.1.1), shiny (>= 0.11.1), shinyjs, utils",NA,"knitr (>= 1.7), rmarkdown, rstudioapi (>= 0.5)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
colourvalues,D:/software/R/R-3.6.3/library,0.3.4,NA,R (>= 3.3.0),"graphics, Rcpp","BH (>= 1.72.0-3), Rcpp","covr, microbenchmark, scales, testthat, viridisLite",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
combinat,D:/software/R/R-3.6.3/library,0.0-8,NA,NA,NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,NA,3.6.0
commonmark,D:/software/R/R-3.6.3/library,1.7,NA,NA,NA,NA,"curl, testthat, xml2",NA,BSD_2_clause + file LICENSE,NA,NA,NA,NA,yes,3.6.3
compiler,D:/software/R/R-3.6.3/library,3.6.3,base,NA,NA,NA,NA,NA,Part of R 3.6.3,NA,NA,NA,NA,NA,3.6.3
CompQuadForm,D:/software/R/R-3.6.3/library,1.4.3,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
concaveman,D:/software/R/R-3.6.3/library,1.0.0,NA,R (>= 2.10),"V8, sf, magrittr, jsonlite, methods, dplyr",NA,"testthat, sp",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
cond,D:/software/R/R-3.6.3/library,1.2-3.1,NA,"R (>= 3.0.0), statmod, survival",NA,NA,"boot, csampling, marg, nlreg",NA,GPL (>= 2) | file LICENCE,NA,NA,NA,NA,no,3.6.3
conf.design,D:/software/R/R-3.6.3/library,2.0.0,NA,NA,NA,NA,"stats, utils",NA,GPL-2,NA,NA,NA,NA,no,3.6.0
copula,D:/software/R/R-3.6.3/library,0.999-20,NA,R (>= 3.2.0),"stats, graphics, methods, stats4, Matrix, lattice, colorspace,
gsl, ADGofTest, stabledist (>= 0.6-4), mvtnorm, pcaPP, pspline,
numDeriv",NA,"MASS, KernSmooth, sfsmisc, scatterplot3d, Rmpfr, bbmle,
knitr, abind, crop, gridExtra, lcopula, mev, mvnormtest,
parallel, partitions, polynom, qrng, randtoolbox, rugarch,
Runuran, tseries, VGAM, VineCopula, zoo","nor1mix, copulaData",GPL (>= 3) | file LICENCE,NA,NA,NA,NA,yes,3.6.3
coRanking,D:/software/R/R-3.6.3/library,0.2.1,NA,NA,"methods, graphics, stats",NA,"testthat, knitr, rmarkdown, Rtsne, scatterplot3d",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.3
corpcor,D:/software/R/R-3.6.3/library,1.6.9,NA,R (>= 3.0.2),stats,NA,,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.0
corrgram,D:/software/R/R-3.6.3/library,1.13,NA,NA,"graphics, grDevices, seriation, stats",NA,"gridBase, knitr, Matrix, psych, rmarkdown, sfsmisc, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
corrplot,D:/software/R/R-3.6.3/library,0.84,NA,NA,NA,NA,"knitr, RColorBrewer, testthat",NA,GPL,NA,NA,NA,NA,no,3.6.3
covr,D:/software/R/R-3.6.3/library,3.5.0,NA,"R (>= 3.1.0), methods","digest, stats, utils, jsonlite, rex, httr, crayon, withr (>=
1.0.2), yaml",NA,"R6, knitr, rmarkdown, htmltools, DT (>= 0.2), testthat,
rlang, rstudioapi (>= 0.2), xml2 (>= 1.0.0), parallel, memoise,
mockery",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
cowplot,D:/software/R/R-3.6.3/library,1.0.0,NA,R (>= 3.5.0),"ggplot2 (> 2.2.1), grid, gtable, grDevices, methods, rlang,
scales, utils",NA,"Cairo, covr, dplyr, forcats, gridGraphics (>= 0.4-0), knitr,
lattice, magick, maps, PASWR, rmarkdown, testthat (>= 1.0.0),
tidyr, vdiffr (>= 0.3.0), VennDiagram",NA,GPL-2,NA,NA,NA,NA,no,3.6.3
CoxBoost,D:/software/R/R-3.6.3/library,1.4,NA,"R (>= 2.14.0), survival, Matrix, prodlim",NA,NA,"parallel, snowfall",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
coxinterval,D:/software/R/R-3.6.3/library,1.2,NA,"R (>= 2.15.2), survival, timereg",Matrix,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
coxme,D:/software/R/R-3.6.3/library,2.2-16,optional,"survival (>= 2.36.14), methods, bdsmatrix(>= 1.3), R(>= 2.10)","nlme, Matrix (>= 1.0)",bdsmatrix,"mvtnorm, kinship2",NA,LGPL-2,NA,NA,NA,NA,yes,3.6.3
crayon,D:/software/R/R-3.6.3/library,1.3.4,NA,NA,"grDevices, methods, utils",NA,"mockery, rstudioapi, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
crop,D:/software/R/R-3.6.3/library,0.0-2,NA,R (>= 3.0.0),,NA,,,GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.0
crosstalk,D:/software/R/R-3.6.3/library,1.1.0.1,NA,NA,"htmltools (>= 0.3.6), jsonlite, lazyeval, R6",NA,"shiny, ggplot2, testthat (>= 2.1.0)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
crossval,D:/software/R/R-3.6.3/library,1.0.3,NA,R (>= 3.0.2),stats,NA,"MASS, sda, care, binda",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
crrstep,D:/software/R/R-3.6.3/library,2015-2.1,NA,cmprsk,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
crs,D:/software/R/R-3.6.3/library,0.15-31.1,NA,R (>= 2.10),"boot, stats, np, quantreg, rgl",NA,"logspline, quadprog",NA,GPL (>= 3),NA,NA,NA,NA,yes,3.6.3
crul,D:/software/R/R-3.6.3/library,0.9.0,NA,NA,"curl (>= 3.3), R6 (>= 2.2.0), urltools (>= 1.6.0), httpcode
(>= 0.2.0), jsonlite, mime",NA,"testthat, fauxpas (>= 0.1.0), webmockr (>= 0.1.0), knitr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
csampling,D:/software/R/R-3.6.3/library,1.2-2.1,NA,"R (>= 3.0.0), marg, statmod, survival",NA,NA,NA,NA,GPL (>= 2) | file LICENCE,NA,NA,NA,NA,no,3.6.3
cshapes,D:/software/R/R-3.6.3/library,0.6,NA,"R (>= 2.8.0), sp (>= 1.0-5), maptools (>= 0.8-21), plyr (>=
1.8)",NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
cubature,D:/software/R/R-3.6.3/library,2.0.4,NA,NA,Rcpp,Rcpp,"testthat, knitr, mvtnorm, benchr",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
Cubist,D:/software/R/R-3.6.3/library,0.2.3,NA,lattice,"reshape2, utils",NA,"mlbench, caret, knitr, modeldata, dplyr (>= 0.7.4), rlang,
tidyrules",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
curl,D:/software/R/R-3.6.3/library,4.3,NA,R (>= 3.0.0),NA,NA,"spelling, testthat (>= 1.0.0), knitr, jsonlite, rmarkdown,
magrittr, httpuv (>= 1.4.4), webutils",NA,MIT + file LICENSE,NA,NA,NA,NA,yes,3.6.3
CVST,D:/software/R/R-3.6.3/library,0.2-2,NA,"kernlab,Matrix",NA,NA,NA,NA,GPL (>= 2.0),NA,NA,NA,NA,no,3.6.3
d3heatmap,D:/software/R/R-3.6.3/library,0.6.1.2,NA,NA,"scales (>= 0.2.5), htmlwidgets, png, base64enc, dendextend (>=
0.18.0), stats, grDevices",NA,"shiny, knitr, rmarkdown",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,no,3.6.3
data.table,D:/software/R/R-3.6.3/library,1.12.8,NA,R (>= 3.1.0),methods,NA,"bit64, curl, R.utils, knitr, xts, nanotime, zoo, yaml",NA,MPL-2.0 | file LICENSE,NA,NA,NA,NA,yes,3.6.3
data.tree,D:/software/R/R-3.6.3/library,0.7.11,NA,R (>= 3.0),"R6, stringr, methods",NA,"Formula, graphics, testthat, knitr, rmarkdown, ape, yaml,
networkD3, jsonlite, treemap, party, partykit, doParallel,
foreach, htmlwidgets, DiagrammeR (>= 1.0.0), mockery, rpart",igraph,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
datasets,D:/software/R/R-3.6.3/library,3.6.3,base,NA,NA,NA,NA,NA,Part of R 3.6.3,NA,NA,NA,NA,NA,3.6.3
date,D:/software/R/R-3.6.3/library,1.2-39,NA,NA,graphics,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.2
DBI,D:/software/R/R-3.6.3/library,1.1.0,NA,"methods, R (>= 3.0.0)",NA,NA,"blob, covr, hms, knitr, magrittr, rmarkdown, rprojroot,
RSQLite (>= 1.1-2), testthat, xml2",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.3
DBItest,D:/software/R/R-3.6.3/library,1.7.0,NA,R (>= 3.2.0),"blob (>= 1.2.0), callr, DBI (>= 1.1.0), desc, hms (>= 0.5.0),
lubridate, methods, R6, rlang (>= 0.2.0), testthat (>= 2.0.0),
withr",NA,"debugme, devtools, knitr, lintr, rmarkdown, RSQLite",NA,LGPL (>= 2.1),NA,NA,NA,NA,no,3.6.3
dbplyr,D:/software/R/R-3.6.3/library,1.4.2,NA,R (>= 3.1),"assertthat (>= 0.2.0), DBI (>= 1.0.0), dplyr (>= 0.8.0), glue
(>= 1.2.0), methods, purrr (>= 0.2.5), R6 (>= 2.2.2), rlang (>=
0.2.0), tibble (>= 1.4.2), tidyselect (>= 0.2.4), utils",NA,"bit64, covr, knitr, Lahman, nycflights13, RMariaDB (>=
1.0.2), rmarkdown, RMySQL (>= 0.10.11), RPostgreSQL (>= 0.4.1),
RSQLite (>= 2.1.0), testthat (>= 2.0.0), withr (>= 2.1.2)",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
dbscan,D:/software/R/R-3.6.3/library,1.1-5,NA,NA,"Rcpp (>= 1.0.0), graphics, stats, methods",Rcpp,"fpc, microbenchmark, testthat, dendextend, igraph, knitr,
DMwR",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
ddalpha,D:/software/R/R-3.6.3/library,1.3.11,NA,"R (>= 2.10), stats, utils, graphics, grDevices, MASS, class,
robustbase, sfsmisc, geometry",Rcpp (>= 0.11.0),"BH, Rcpp",NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
debugme,D:/software/R/R-3.6.3/library,1.1.0,NA,NA,"crayon, grDevices",NA,"covr, mockery, R6, testthat, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
deepnet,D:/software/R/R-3.6.3/library,0.2,NA,NA,NA,NA,NA,NA,GPL,NA,NA,NA,NA,no,3.6.0
deldir,D:/software/R/R-3.6.3/library,0.1-25,NA,R (>= 0.99),"graphics, grDevices",NA,polyclip,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.2
dendextend,D:/software/R/R-3.6.3/library,1.13.4,NA,R (>= 3.0.0),"utils, stats, datasets, magrittr (>= 1.0.1), ggplot2, viridis",NA,"knitr, rmarkdown, testthat, seriation, colorspace, ape,
microbenchmark, gplots, heatmaply, d3heatmap, dynamicTreeCut,
pvclust, corrplot, DendSer, MASS, cluster, fpc, circlize (>=
0.2.5), covr","ggdendro, dendroextras, Hmisc, data.table, rpart",GPL-2 | GPL-3,NA,NA,NA,NA,no,3.6.3
DendSer,D:/software/R/R-3.6.3/library,1.0.1,NA,"gclus,seriation",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,yes,3.6.3
denstrip,D:/software/R/R-3.6.3/library,1.5.4,NA,R (>= 2.15),lattice,NA,NA,survival,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
DEoptimR,D:/software/R/R-3.6.3/library,1.0-8,NA,NA,stats,NA,NA,robustbase,GPL (>= 2),NA,NA,NA,NA,no,3.6.0
Deriv,D:/software/R/R-3.6.3/library,4,NA,NA,methods,NA,testthat,NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
desc,D:/software/R/R-3.6.3/library,1.2.0,NA,R (>= 3.1.0),"assertthat, utils, R6, crayon, rprojroot",NA,"covr, testthat, whoami, withr",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
descr,D:/software/R/R-3.6.3/library,1.1.4,NA,NA,"xtable, utils, grDevices, graphics, stats",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
DescTools,D:/software/R/R-3.6.3/library,0.99.34,NA,"base, stats, R (>= 3.6.0)","graphics, grDevices, methods, MASS, utils, boot, mvtnorm,
expm, Rcpp (>= 0.12.10)","Rcpp, BH","RDCOMClient, tcltk, VGAM",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
deSolve,D:/software/R/R-3.6.3/library,1.28,NA,R (>= 3.3.0),"methods, graphics, grDevices, stats",NA,"scatterplot3d, FME",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
devEMF,D:/software/R/R-3.6.3/library,3.7,NA,R (>= 2.10.1),NA,NA,NA,NA,GPL-3,NA,NA,NA,NA,yes,3.6.1
devtools,D:/software/R/R-3.6.3/library,2.2.2,NA,"R (>= 3.0.2), usethis (>= 1.5.0)","callr, cli, covr (>= 3.2.0), crayon, desc, digest, DT,
ellipsis (>= 0.3.0), glue, git2r (>= 0.23.0), httr (>= 0.4),
jsonlite, memoise (>= 1.0.0), pkgbuild (>= 1.0.3), pkgload (>=
1.0.2), rcmdcheck (>= 1.3.3), remotes (>= 2.1.1), rlang,
roxygen2 (>= 6.1.1), rstudioapi (>= 0.7), rversions,
sessioninfo (>= 1.1.1), stats, testthat (>= 2.1.1), tools,
utils, withr",NA,"BiocManager, bitops, curl (>= 0.9), evaluate, foghorn (>=
1.1.0), gmailr (> 0.7.0), knitr, lintr (>= 0.2.1), mockery,
pingr, MASS, pkgdown, Rcpp (>= 0.10.0), rhub (>= 1.0.2),
rmarkdown, spelling (>= 1.1), whisker",NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.3
dfoptim,D:/software/R/R-3.6.3/library,2018.2-1,NA,R (>= 2.10.1),NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.0
DHARMa,D:/software/R/R-3.6.3/library,0.2.7,NA,R (>= 3.0.2),"stats, graphics, utils, grDevices, parallel, doParallel,
foreach, gap, qrnn, lmtest, ape, sfsmisc, MASS, lme4, mgcv,
glmmTMB (>= 1.0.0), spaMM (>= 2.6.0)",NA,"knitr, testthat, KernSmooth",NA,GPL (>= 3),NA,NA,NA,NA,no,3.6.3
diagram,D:/software/R/R-3.6.3/library,1.6.4,NA,"R (>= 2.01), shape","stats, graphics",NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,no,3.6.0
DiagrammeR,D:/software/R/R-3.6.3/library,1.0.5,NA,R (>= 3.2.0),"dplyr (>= 0.7.6), downloader (>= 0.4), glue (>= 1.3.0),
htmltools (>= 0.3.6), htmlwidgets (>= 1.2), igraph (>= 1.2.2),
influenceR (>= 0.1.0), magrittr (>= 1.5), purrr (>= 0.2.5),
RColorBrewer (>= 1.1-2), readr (>= 1.1.1), rlang (>= 0.2.2),
rstudioapi (>= 0.7), scales (>= 1.0.0), stringr (>= 1.3.1),
tibble (>= 1.4.2), tidyr (>= 0.8.1), viridis (>= 0.5.1),
visNetwork (>= 2.0.4)",NA,"covr, DiagrammeRsvg, rsvg, knitr, testthat, rmarkdown",NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
DiagrammeRsvg,D:/software/R/R-3.6.3/library,0.1,NA,NA,V8 (>= 0.10),NA,NA,NA,MIT + file LICENSE,NA,NA,NA,NA,no,3.6.3
DiceDesign,D:/software/R/R-3.6.3/library,1.8-1,NA,R (>= 2.10),NA,NA,"rgl, randtoolbox, lattice",NA,GPL-3,NA,NA,NA,NA,yes,3.6.3
DiceKriging,D:/software/R/R-3.6.3/library,1.5.6,NA,methods,NA,NA,"rgenoud (>= 5.8-2.0), foreach, doParallel, testthat, numDeriv",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
DiceOptim,D:/software/R/R-3.6.3/library,2,NA,"DiceKriging (>= 1.2), methods","randtoolbox, pbivnorm, rgenoud, mnormt, DiceDesign",NA,"KrigInv, GPareto, lhs",NA,GPL-2 | GPL-3,NA,NA,NA,NA,yes,3.6.3
dichromat,D:/software/R/R-3.6.3/library,2.0-0,NA,"R (>= 2.10), stats",NA,NA,NA,NA,GPL-2,NA,NA,NA,NA,NA,3.6.0
diffusionMap,D:/software/R/R-3.6.3/library,1.2.0,NA,R (>= 2.10),"scatterplot3d, graphics, igraph, Matrix, stats",NA,NA,NA,GPL-3,NA,NA,NA,NA,no,3.6.3
digest,D:/software/R/R-3.6.3/library,0.6.25,NA,R (>= 3.1.0),utils,NA,"tinytest, knitr, rmarkdown",NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.3
dimRed,D:/software/R/R-3.6.3/library,0.2.3,NA,"R (>= 3.0.0), DRR","magrittr, methods",NA,"NMF, MASS, Matrix, RANN, RSpectra, Rtsne, cccd, coRanking,
diffusionMap, energy, fastICA, ggplot2, graphics, igraph,
keras, kernlab, knitr, lle, loe, optimx, pcaL1, pcaPP,
reticulate, rgl, scales, scatterplot3d, stats, tensorflow,
testthat, tidyr, tinytex, umap, vegan",NA,GPL-3 | file LICENSE,NA,NA,NA,NA,yes,3.6.3
diptest,D:/software/R/R-3.6.3/library,0.75-7,NA,NA,NA,NA,NA,NA,GPL (>= 2),NA,NA,NA,NA,yes,3.6.0
directlabels,D:/software/R/R-3.6.3/library,2020.1.31,NA,NA,"grid, quadprog",NA,"MASS, inlinedocs, ggplot2 (>= 2.0), rlang, lattice,
alphahull, nlme, lars, latticeExtra, testthat",NA,GPL-3,NA,NA,NA,NA,no,3.6.3
